responsable de carga,inventario,n de ficha,titulo,ubicación,sector,sala,caja,SERIES,clasificaci,descripción,dimenciones,materiales,autor,observación,año,fotografia,Fecha de carga,Ancho,Alto,Profundo,diámetro,Estado de conservación,n de inventario anterior,seguimiento,link-fotografias,sobre
fdl,6590,12959,Estampa Como Juegan Los Chicos de Las Estrellas 2. 4/4,,34H,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños con capuchas con un carruaje caminando en las nubes , en el fondo hay nubes, estrellas y una luna con cara sonriente. Prueba de Artista.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-29,"34,8",25,,,Bueno,,False,,0.0
fdl,6591,12961,Estampa Como Juegan Los Chicos de Las Estrellas 3. 1/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Dos niños con capuchas en un barco navegando, en el fondo hay estrellas y una luna con cara sonriente. Prueba de Estampa.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-29,"34,8",25,,,Bueno,,False,,0.0
fdl,6592,12962,Estampa Como Juegan Los Chicos de Las Estrellas 3. 2/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Dos niños con capuchas en un barco navegando, en el fondo hay estrellas y una luna con cara sonriente. Prueba de Artista.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-29,"34,8",25,,,Bueno,,False,,0.0
fdl,6593,12963,Estampa Como Juegan Los Chicos de Las Estrellas 3. 3/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Dos niños con capuchas en un barco navegando, en el fondo hay estrellas y una luna con cara sonriente. Prueba de Estampa.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-29,"34,8",24,,,Bueno,,False,,0.0
fdl,6594,12964,Estampa Como Juegan Los Chicos de Las Estrellas 5. 1/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños con capuchas caminando con un oso polar, en el fondo hay estrellas y nubes. Registro de Estampa.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-29,"34,8",25,,,Bueno,,False,,0.0
fdl,6595,12965,Estampa Como Juegan Los Chicos de Las Estrellas 5. 2/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños con capuchas caminando con un oso polar, en el fondo hay estrellas y nubes. Prueba de Estampa.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-29,"34,8",25,,,Bueno,,False,,0.0
fdl,6596,12966,Estampa Como Juegan Los Chicos de Las Estrellas 5. 3/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños con capuchas caminando con un oso polar, en el fondo hay estrellas y nubes. Prueba de Artista.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-29,"34,8",25,,,Bueno,,False,,0.0
fdl,6597,12967,Estampa Como Juegan Los Chicos de Las Estrellas 6. 1/4,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Un duende volando en una estrella fugaz y niños con capuchas volando con linternas en sus manos, en el fondo hay estrellas y en la parte inferior un árbol. Prueba de Artista.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-29,"34,8",25,,,Bueno,,False,,0.0
fdl,6598,12968,Estampa Como Juegan Los Chicos de Las Estrellas 6. 2/4,,34G,,0.0,Literatura,estampas,"Estampa blanco y negro. Un duende volando en una estrella fugaz y niños con capuchas volando con linternas en sus manos, en el fondo hay estrellas y en la parte inferior un árbol. Prueba de Artista.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-29,"34,8",25,,,Bueno,,False,,0.0
fdl,6599,12969,Estampa Como Juegan Los Chicos de Las Estrellas 6. 3/4,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Un duende volando en una estrella fugaz y niños con capuchas volando con linternas en sus manos, en el fondo hay estrellas y en la parte inferior un árbol. Registro de Estampa.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-29,"34,8",25,,,Bueno,,False,,0.0
fdl,6600,12970,Estampa Como Juegan Los Chicos de Las Estrellas 6. 4/4,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Un duende volando en una estrella fugaz y niños con capuchas volando con linternas en sus manos, en el fondo hay estrellas y en la parte inferior un árbol. Prueba de Estampa.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-29,"34,8",25,,,Bueno,,False,,0.0
fdl,6601,12998,Estampa Como Juegan Los Chicos de Las Estrellas 7. 1/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños con capuchas caminando y volando , en el fondo hay estrellas y una luna con cara enojada sobre una casa con un árbol.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-30,"34,8",25,,,Bueno,,False,,0.0
fdl,6602,12999,Estampa Como Juegan Los Chicos de Las Estrellas 7. 2/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños con capuchas caminando y volando , en el fondo hay estrellas y una luna con cara enojada sobre una casa con un árbol.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-30,"34,8",25,,,Bueno,,False,,0.0
fdl,6603,13000,Estampa Como Juegan Los Chicos de Las Estrellas 7. 3/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños con capuchas caminando y volando , en el fondo hay estrellas y una luna con cara enojada sobre una casa con un árbol.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-30,"34,8",25,,,Bueno,,False,,0.0
fdl,6604,13001,Estampa Como Juegan Los Chicos de Las Estrellas 8. 1/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños con capuchas caminando hacia adentro de una nube, en el fonfo hay estrellas una luna con rostro.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-30,"35,2",25,,,Bueno,,False,,0.0
fdl,6605,13002,Estampa Como Juegan Los Chicos de Las Estrellas 8. 2/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños con capuchas caminando hacia adentro de una nube, en el fonfo hay estrellas una luna con rostro.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-30,"34,8",25,,,Bueno,,False,,0.0
fdl,6606,13012,Estampa Como Juegan Los Chicos de Las Estrellas 9. 1/6,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños con capuchas caminando hacia adentro de una nube, en el fonfo hay estrellas una luna con rostro. Prueba de Estampa.
Equipo a cargo: Monica Casini",,"Pepel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-01,"34,5",25,,,Bueno,,False,,0.0
fdl,6607,13003,Estampa Como Juegan Los Chicos de Las Estrellas 9. 1/6,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños sentados en el piso con cajas en sus manos, en el fondo hay nubes rodeando un ventanal donde se asoma una luna con rostro. Registro de Estamapción
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-30,"35,1",25,,,Bueno,,False,,0.0
FDL,6608,13006,Estampa Como Juegan Los Chicos de Las Estrellas 9. 2/6,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños sentados en el piso con cajas en sus manos, en el fondo hay nubes rodeando un ventanal donde se asoma una luna con rostro.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-01,"35,1",25,,,Bueno,,False,,0.0
fdl,6609,13007,Estampa Como Juegan Los Chicos de Las Estrellas 9. 3/6,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños sentados en el piso con cajas en sus manos, en el fondo hay nubes rodeando un ventanal donde se asoma una luna con rostro.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-01,"35,1",25,,,Bueno,,False,,0.0
fdl,6610,13008,Estampa Como Juegan Los Chicos de Las Estrellas 9. 4/6,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños sentados en el piso con cajas en sus manos, en el fondo hay nubes rodeando un ventanal donde se asoma una luna con rostro.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-01,"35,1",25,,,Bueno,,False,,0.0
fdl,6611,13009,Estampa Como Juegan Los Chicos de Las Estrellas 9. 5/6,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños sentados en el piso con cajas en sus manos, en el fondo hay nubes rodeando un ventanal donde se asoma una luna con rostro. Prueba de Estampa.
Equipoa cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-01,"35,1",25,,,Bueno,,False,,0.0
fdl,6612,13010,Estampa Como Juegan Los Chicos de Las Estrellas 9. 6/6,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños sentados en el piso con cajas en sus manos, en el fondo hay nubes rodeando un ventanal donde se asoma una luna con rostro. Prueba de Artista.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-01,"35,1",25,,,Bueno,,False,,0.0
fdl,6614,13011,Estampa Como Juegan Los Chicos de Las Estrellas 10. 2/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Tres niños acosatados en tres camas con luces y nubes en el fondo. Prueba de Artista.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-01,"34,9",25,,,Bueno,,False,,0.0
fdl,6615,13014,Estampa Como Juegan Los Chicos de Las Estrellas 10. 3/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Tres niños acosatados en tres camas con luces y nubes en el fondo. Prueba de Artista.
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-01,"34,4",25,,,Bueno,,False,,0.0
fdl,6616,13016,Estampa Los Hijitos de la Tierra 1. 1/4,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro.  Mujer con vestido y sombrero de paja sosteniendo una vela y una canasta, rodeada de niños despiertos y dormidos acostados en el piso. En la parte superior y en la izquierda se representan ramas de árboles. Registro de Estampación.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-01,35,25,,,Bueno,,False,,0.0
fdl,6617,13017,Estampa Los Hijitos de la Tierra 1. 2/4,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro.  Mujer con vestido y sombrero de paja sosteniendo una vela y una canasta, rodeada de niños despiertos y dormidos acostados en el piso. En la parte superior y en la izquierda se representan ramas de árboles.Registro de Estampación.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,,"Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-01,35,25,,,Bueno,,False,,0.0
fdl,6618,13018,Estampa Los Hijitos de la Tierra 1. 3/4,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro.  Mujer con vestido y sombrero de paja sosteniendo una vela y una canasta, rodeada de niños despiertos y dormidos acostados en el piso. En la parte superior y en la izquierda se representan ramas de árboles. Prueba de Estampa.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-01,35,25,,,Bueno,,False,,0.0
fdl,6619,12975,Estampa Los Hijitos de la Tierra 1,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro.  Mujer con vestido y sombrero de paja sosteniendo una vela y una canasta, rodeada de niños despiertos y dormidos acostados en el piso. En la parte superior y en la izquierda se representan ramas de árboles. Prueba de Artista.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-29,35,25,,,Bueno,,False,,0.0
fdl,6620,13019,Estampa Los Hijitos de la Tierra 2. 1/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro.  Niños y niñas cosiendo, bordando y cortando tela en primer plano, dentrás de ellos hay dos ramas. Al fondo hay cuatro niñas, una de ellas planchando. Prueba de Artista.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-01,35,25,,,Bueno,,False,,0.0
fdl,6621,13020,Estampa Los Hijitos de la Tierra 2. 2/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro.  Niños y niñas cosiendo, bordando y cortando tela en primer plano, dentrás de ellos hay dos ramas. Al fondo hay cuatro niñas, una de ellas planchando. Prueba de Estampa.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-01,35,25,,,Bueno,,False,,0.0
fdl,6622,13021,Estampa Los Hijitos de la Tierra 2. 3/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro.  Niños y niñas cosiendo, bordando y cortando tela en primer plano, dentrás de ellos hay dos ramas. Al fondo hay cuatro niñas, una de ellas planchando. Prueba de Estampa.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-01,35,25,,,Bueno,,False,,0.0
fdl,6623,13022,Estampa Los Hijitos de la Tierra 3. 1/4,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niñas alrededor de una mujer conn sombrero de paja , el piso es de piedras, hay un arco de piedras y a la izquierda hay una escalera con niñas bajando de ellas. 
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,,1,2023-06-01,35,25,,,Bueno,,False,,0.0
fdl,6624,13023,Estampa Los Hijitos de la Tierra 3. 2/4,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niñas alrededor de una mujer conn sombrero de paja , el piso es de piedras, hay un arco de piedras y a la izquierda hay una escalera con niñas bajando de ellas. Registro de Estampación.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-01,35,25,,,Bueno,,False,,0.0
fdl,6625,13024,Estampa Los Hijitos de la Tierra 3. 3/4,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niñas alrededor de una mujer conn sombrero de paja , el piso es de piedras, hay un arco de piedras y a la izquierda hay una escalera con niñas bajando de ellas. Prueba de Artista.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-01,35,25,,,Bueno,,False,,0.0
fdl,6626,13025,Estampa Los Hijitos de la Tierra 3. 4/4,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niñas alrededor de una mujer conn sombrero de paja , el piso es de piedras, hay un arco de piedras y a la izquierda hay una escalera con niñas bajando de ellas. Prueba de Estampa.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-01,35,25,,,Bueno,,False,,0.0
fdl,6627,13026,Estampa Los Hijitos de la Tierra 4. 1/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños lavando algunos insectos en baldes, otro niño arriba de una escalera agarrando un bicho.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",En las esquinas del papel tiene restos de papeles pegados.,2011,1,2023-06-01,35,25,,,Bueno,,False,,0.0
fdl,6628,13027,Estampa Los Hijitos de la Tierra 4. 2/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños lavando algunos insectos en baldes, otro niño arriba de una escalera agarrando un bicho. Prueba de Artista.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-01,35,25,,,Bueno,,False,,0.0
fdl,6629,13028,Estampa Los Hijitos de la Tierra 4. 3/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños lavando algunos insectos en baldes, otro niño arriba de una escalera agarrando un bicho. Prueba de Estampa.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-01,35,25,,,Bueno,,False,,0.0
fdl,6630,13029,Estampa Los Hijitos de la Tierra 5. 1/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños en un campo caminando con flores grandes en susu manos. Registro de Estampa.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-02,35,25,,,Bueno,,False,,0.0
fdl,6631,13030,Estampa Los Hijitos de la Tierra 5. 2/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños en un campo caminando con flores grandes en susu manos. Prueba de Artista.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-02,35,25,,,Bueno,,False,,0.0
fdl,6632,13031,Estampa Los Hijitos de la Tierra 5. 3/3,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños en un campo caminando con flores grandes en susu manos. Prueba de Estampa.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito.","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-06-02,35,25,,,Bueno,,False,,0.0
fdl,6633,12976,Estampa Los Hijitos de la Tierra 6. 1/4,,34G,sala6,0.0,Literatura,estampas,"Estampa blanco y negro. Niños en un bosque con flores, mariposas y un caracol en el centro, el  árbol de la derecha tiene rosteo. Prueba de Artista.
Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg
Equipo a cargo: Monica Casini",,"Papel, tinta, grafito","Idea: Rosario Vera Peñaloza
Taco: Karl Noisterigg",,2011,1,2023-05-29,35,25,,,Bueno,,False,,0.0
